y1,y2,y3,y4,y5,y6,y7,y8,Target3
-1.518427237,-0.900213713,-3.600854852,27.79992543,-9.755116325,-0.182458186,-3.600854852,-13.76860818,-3.953825777
-2.142973066,0.845432906,3.381731626,30.99401495,11.90351388,-1.788499365,3.381731626,58.61252822,5.366144999
-1.440581141,0.143800668,0.575202671,-2.300172507,-18.0156115,1.181925854,0.575202671,3.911888706,-2.278358725
-2.824159588,0.512287667,2.04915067,48.30481181,16.66683999,-2.688459053,2.04915067,59.13535615,8.355460468
-2.509173685,0.571778606,2.287114423,-17.99878341,4.6661531,0.74842923,2.287114423,8.472117507,2.17052796
0.709617004,-0.450030961,-1.800123845,3.739437455,-5.334016968,0.45722454,-1.800123845,-15.00968849,-4.043689199
1.11720774,1.054375839,4.217503355,-12.17318677,-6.023670712,-0.502307384,4.217503355,32.43648414,6.410959577
1.250004615,0.119487373,0.477949492,30.40100373,33.48387765,-1.391498216,0.477949492,29.1002979,8.183413623
-1.349168305,-0.341395426,-1.365581706,38.68346356,4.415343827,0.081389832,-1.365581706,17.29095378,-2.120934872
-0.011227103,-0.251628159,-1.006512638,11.53973903,-16.52525176,1.300495336,-1.006512638,-0.833335151,-4.659682993
-5.336842316,0.028429201,0.113716806,-1.09482729,-14.07993807,1.801529254,0.113716806,0.261306224,-5.204200002
-4.384994768,0.038777832,0.155111328,22.20111732,50.58358078,1.587899288,0.155111328,19.31200713,0.024927593
1.119087163,0.660308622,2.641234488,-19.92727778,12.49198583,-0.798440709,2.641234488,10.47052265,7.881082462
3.507753441,-0.569067386,-2.276269545,16.44395607,4.16403838,-0.381663034,-2.276269545,-9.607530599,0.471430271
0.986283316,-0.810213381,-3.240853526,-27.47647582,-4.469203891,-1.416643973,-3.240853526,-54.38971592,-1.433290404
-1.507240269,-0.121255131,-0.485020524,-11.0111413,2.865911138,0.365384835,-0.485020524,-13.65911829,-1.69807995
-7.355565366,0.23090623,0.923624921,-23.23571175,-34.62911777,0.119580301,0.923624921,-9.352320197,-3.041188163
-2.487180268,-0.153451946,-0.613807782,-21.09671568,15.58648055,1.911160091,-0.613807782,-23.01545036,-3.212154083
6.389695042,-0.34993643,-1.399745719,-9.886664243,19.05186621,-0.34937786,-1.399745719,-21.90678858,3.605143458
-0.304737269,0.54984397,2.199375881,22.07201184,6.702495688,-0.893210113,2.199375881,39.65136827,4.679616267
0.010641778,0.318173434,1.272693737,-1.078030531,-3.426603312,2.137590172,1.272693737,11.86451295,-1.096021419
0.03055387,-0.644280669,-2.577122678,0.358729362,14.7073364,-0.915813561,-2.577122678,-25.48424329,0.286429214
-3.802268008,0.11107046,0.444281842,14.13351609,-27.76288342,-0.836982659,0.444281842,15.74963129,-1.988481985
-2.02343823,0.084800137,0.339200546,-14.75881753,42.94192594,0.353425032,0.339200546,-8.415048564,3.839023546
-0.439344944,-0.444706147,-1.778824588,32.205247,-15.99467461,-1.201904014,-1.778824588,7.975951715,0.245804716
-0.428620476,-0.107254566,-0.429018262,-1.921842774,-12.22313057,-1.830402192,-0.429018262,-5.827656842,3.424717347
-0.738802769,0.077011259,0.308045035,11.3806469,-19.00332054,0.955962417,0.308045035,12.18496788,-4.484049174
-1.682338959,-0.500442617,-2.001770466,16.70867438,1.689900001,-0.60284215,-2.001770466,-6.650765158,-1.03979055
1.092154693,-0.942672671,-3.770690683,-11.99567132,1.007258989,1.214186283,-3.770690683,-47.30344389,-3.787998965
-1.474398655,-0.360638644,-1.442554578,-8.640613096,-38.1450051,1.137823435,-1.442554578,-21.33803626,-5.793970228
-1.548507576,-0.008071218,-0.032284871,3.154721191,-4.790560727,0.984284079,-0.032284871,2.200928246,-3.011609243
1.139539175,-0.263005955,-1.052023821,-12.61312368,-6.956013811,-1.677919483,-1.052023821,-20.61073715,4.367978751
-2.429066707,0.19931252,0.79725008,4.747654053,37.37244332,1.103972319,0.79725008,11.77062405,-0.614871472
-2.351561065,-0.586134049,-2.344536197,6.777119613,12.5687629,-3.315057247,-2.344536197,-18.02366628,4.960923029
-0.963004989,1.164064889,4.656259556,-28.78705899,9.23915622,-0.734168912,4.656259556,23.53294837,7.306198261
-3.848159133,-0.051105298,-0.204421192,-31.19698163,4.608643537,0.465141609,-0.204421192,-27.00179723,-2.614599935
-4.006341378,0.544327857,2.177311428,12.39039942,-22.70334935,-0.192721212,2.177311428,31.68543381,1.91892972
-2.426728772,0.552329495,2.209317982,-27.82982993,-9.688740748,0.14597938,2.209317982,-0.170684128,0.449154331
-1.901107246,-0.392411392,-1.569645568,32.41311481,-18.93702559,0.859819062,-1.569645568,10.23403616,-3.85937396
0.06149716,0.518823816,2.075295264,3.521048035,21.86184181,0.11442174,2.075295264,23.56979107,3.750535102
0.828027627,-0.146222929,-0.584891717,26.10566564,-18.52541433,-0.026549178,-0.584891717,15.03561534,-0.934701494
-0.844238618,-0.042310653,-0.169242613,4.700634897,18.68953662,0.564614019,-0.169242613,2.068081788,0.044612206
-1.019175872,0.090284353,0.361137412,12.84769519,10.50312968,-0.863201034,0.361137412,13.88953028,2.607772639
2.938085856,-0.220500537,-0.882002148,28.18046318,-26.87586154,-0.145852058,-0.882002148,13.72434906,-1.700782656
5.26272977,0.080953294,0.323813174,-27.08942465,25.67617051,1.454283824,0.323813174,-18.43340798,1.868966622
-0.059000882,-0.234898065,-0.939592258,-12.7699491,28.24966022,-0.195125124,-0.939592258,-19.61188186,0.964311195
-1.822096889,0.110984501,0.443938006,-54.99190472,-17.0018049,0.577441113,0.443938006,-39.55414372,-0.480511141
-3.904606822,-0.575168859,-2.300675436,18.68715585,-12.1544359,-1.248408373,-2.300675436,-8.057029678,-1.169074299
1.897489112,-0.649180628,-2.59672251,-27.08560035,16.96758024,0.689615037,-2.59672251,-47.63570538,-1.851624484
3.154712192,0.218286729,0.873146917,32.02779452,-18.87393204,0.26260257,0.873146917,34.35370479,1.534651587
-0.661753446,0.402753234,1.611012937,-0.09243726,-6.430338256,-0.076092076,1.611012937,16.03617956,2.195272153
-3.336304734,0.538677629,2.154710517,3.237177745,6.140179983,2.028988699,2.154710517,24.13684737,-1.852366025
0.31404857,0.262975779,1.051903115,-38.39055142,4.078246021,-1.459128192,1.051903115,-20.19340998,7.232018949
-3.064370043,-0.318523633,-1.27409453,21.159208,-38.77567587,0.622006183,-1.27409453,4.186421092,-4.641621427
0.723295497,-0.578671629,-2.314686518,8.132357728,-23.53931786,0.046564949,-2.314686518,-16.640979,-3.946623604
2.19470116,-0.896375515,-3.585502061,27.06574695,17.24117939,-0.179395714,-3.585502061,-14.20242305,-1.91638387
2.435862357,-0.107188384,-0.428753538,-31.14192154,-9.923162684,-0.941133032,-0.428753538,-29.2010726,3.337879621
0.115151342,-0.004617409,-0.018469636,2.593210157,18.24401007,-3.122917981,-0.018469636,1.889871768,7.698043325
-3.225907001,-0.942865654,-3.771462615,35.80882012,-7.549685128,-0.313226037,-3.771462615,-9.067570058,-5.65173492
-1.001302063,-0.232289855,-0.929159418,-66.53516942,9.348428829,3.071408,-0.929159418,-62.51972972,-6.645063584
2.799253732,-0.800468622,-3.201874489,-8.760301803,-20.91984686,1.413372338,-3.201874489,-39.02698633,-4.858429396
-5.787646758,-0.293645946,-1.174583785,-12.66315213,-8.609704263,-0.521673116,-1.174583785,-21.87635955,-2.14234025
-0.179601976,0.683840157,2.735360627,-0.157649739,-22.57914402,2.66862015,2.735360627,27.22748648,-4.183558984
-2.257919643,-0.723002393,-2.89200957,10.25970512,-25.25392789,0.043016819,-2.89200957,-20.71233161,-5.237495872
-0.879524763,0.455189922,1.820759688,8.336070027,-2.024947085,-1.339369426,1.820759688,24.8764529,5.927290134
-1.405728871,-0.039775023,-0.159100091,-1.379399508,-39.14669382,0.786435123,-0.159100091,-2.694520514,-3.210450729
1.486225195,0.080773829,0.323095317,28.5969267,-0.600624911,1.643631193,0.323095317,26.10849453,-2.382221523
2.999455659,-0.845487074,-3.381948296,22.26821791,16.30285517,0.157077325,-3.381948296,-16.00490863,-4.809073321
-0.165115977,-0.574440958,-2.297763832,22.26570119,18.75651958,0.197775817,-2.297763832,-5.165077366,-0.966927352
4.370420773,0.494157452,1.97662981,47.09555073,-19.4502611,-0.648135493,1.97662981,57.44273868,3.540472591
-0.851533348,0.580086467,2.320345867,-16.38215437,7.729283477,1.365854696,2.320345867,10.09773518,0.117238844
2.090232272,0.154381968,0.617527871,16.31215286,10.53461203,0.059169491,0.617527871,19.225001,2.758021617
-1.74585608,0.038694589,0.154778354,-3.792444624,-33.03425522,-0.797751912,0.154778354,-1.486172154,-0.221988112
0.13659215,-0.129866654,-0.519466615,-16.3166698,-46.19412935,-0.508567744,-0.519466615,-18.24800199,-1.94764491
-1.205847614,-0.04357757,-0.174310279,6.183904989,38.61148197,0.162170438,-0.174310279,3.204021201,0.740197998
-2.598584242,-0.299264061,-1.197056245,6.714357313,3.800060448,0.497731782,-1.197056245,-6.599076599,-3.205716816
3.829145598,0.164831829,0.659327315,-18.33158367,24.27067938,-1.269109812,0.659327315,-8.071993784,5.078303778
1.180173366,-0.231129572,-0.924518286,-4.318960271,-22.5037077,-0.863184959,-0.924518286,-12.70035108,-0.437690487
-4.625838466,-0.406997736,-1.627990945,-1.801469264,1.953894449,2.044500974,-1.627990945,-17.72108486,-7.85845155
1.365398108,-0.622562064,-2.490248256,30.79588057,-19.00880799,-0.457861363,-2.490248256,-0.265778107,-0.601470506
4.124913227,0.022990096,0.091960385,-16.65363012,-4.996988884,0.351448612,0.091960385,-12.40330025,0.828790443
2.243412538,0.144016446,0.576065784,-8.839028945,-2.84552063,-0.009557405,0.576065784,-1.310565315,0.740195444
-0.732263705,0.881611861,3.526447445,5.06417301,-17.59413498,0.371849741,3.526447445,39.31581286,3.578348896
1.20865664,0.210012445,0.840049782,36.02812244,48.52055069,2.395746386,0.840049782,37.22299577,-0.763963908
-0.437010283,0.452661667,1.810646666,-6.458806631,26.93854511,0.725429595,1.810646666,12.93942136,1.753059855
-0.569589319,0.219362865,0.877451461,-28.94441865,2.054645274,1.358445676,0.877451461,-14.3810203,-1.953043058
1.935239174,-0.112979348,-0.451917393,50.46950717,11.46153172,0.337800442,-0.451917393,35.8564318,-0.433953779
-0.269011999,-0.081994694,-0.327978775,-28.41540745,9.309322578,-0.374288067,-0.327978775,-26.01211371,0.320480466
1.287062636,0.413012696,1.652050786,-12.93800293,-7.802859328,0.013630186,1.652050786,6.170105509,0.947215457
-2.825545844,-4.05e-05,-0.000161894,-59.65136474,-25.38878915,1.197628767,-0.000161894,-47.72271073,-3.304048879
-0.906973672,0.341350493,1.365401971,-18.28385004,5.697216087,2.60426497,1.365401971,-0.973060322,-3.99277754
-3.568798096,-0.336134945,-1.344539778,-22.61619412,16.49081165,1.00548004,-1.344539778,-31.53835308,-2.440088776
-1.207221164,-0.016519714,-0.066078858,-3.927827503,-9.209466484,-0.947001818,-0.066078858,-3.80305058,2.116797045
-2.045282731,0.502974473,2.011897892,9.45697075,-24.90196197,-0.596586604,2.011897892,27.68455552,1.260445214
2.326267132,0.962079204,3.848316817,15.11405118,-13.42335022,-0.190060324,3.848316817,50.57440911,5.531641195
-0.750106205,-0.916804693,-3.667218771,7.953023233,6.672762438,0.104064988,-3.667218771,-30.30976912,-4.181164229
0.197643115,0.004084452,0.016337809,0.939537578,-5.420531904,-0.992679711,0.016337809,0.915008152,4.775770343
0.575367288,0.188435539,0.753742157,-19.13528212,-18.62366649,-0.431205111,0.753742157,-7.770804127,1.572661783
-1.433925608,1.323152972,5.292611886,-9.772443194,-7.850629233,-2.333637013,5.292611886,45.10816431,10.55260007
4.860312192,-0.491018527,-1.964074107,-18.79118029,0.707204125,0.568341328,-1.964074107,-34.67368531,0.071691025
3.947948463,0.173319446,0.693277782,30.36677884,-11.76050971,0.795393183,0.693277782,31.2262009,0.428245472
1.635558344,0.359200054,1.436800216,22.55919514,28.55880562,-0.692635657,1.436800216,32.41535828,5.801576227
-9.214692625,0.351332355,1.405329418,28.56112798,8.4495471,-2.646139279,1.405329418,36.90219656,3.889960307
-7.195333509,0.366115624,1.464462495,29.44451965,1.793935693,0.101822946,1.464462495,38.20024067,-2.69243063
-1.738158417,0.282646616,1.130586465,36.59649661,25.87517039,0.923842415,1.130586465,40.58306194,0.333968757
2.092204969,-1.001043768,-4.004175073,-11.4867139,15.53153811,0.084870431,-4.004175073,-49.23112186,-4.836736273
1.305355173,0.248864356,0.995457422,11.8750113,4.189934316,-2.230866996,0.995457422,19.45458326,7.788792304
-2.816436343,-0.442778752,-1.771115008,17.65593209,-10.46383587,-0.307360413,-1.771115008,-3.586404411,-3.312823817
1.681506198,-0.512163102,-2.048652408,31.61623833,-8.299719295,1.294524583,-2.048652408,4.806466585,-4.259950511
-0.762247288,-0.870228912,-3.480915649,-3.931146853,22.63644192,-1.775687962,-3.480915649,-37.95407397,3.863630714
-3.62182439,-0.498149184,-1.992596735,-23.62263871,4.929939902,-0.813683159,-1.992596735,-38.82407832,-2.627212289
2.437643555,-0.28743429,-1.149737161,-37.11125928,3.639352839,-0.086511712,-1.149737161,-41.18637903,-0.889405932
-7.450171855,0.437233419,1.748933675,5.993999955,2.738988891,1.040045652,1.748933675,22.28453671,-0.495096598
-2.917458804,-0.053583362,-0.214333448,-6.375170556,-1.674315053,1.062727093,-0.214333448,-7.243470929,-3.614856904
7.837742717,0.709422052,2.83768821,58.77006408,24.88645706,-0.082990933,2.83768821,75.39293336,9.293701363
-2.198819245,0.16289863,0.65159452,-9.562057919,-30.62087688,-0.594050107,0.65159452,-1.133701131,-0.291045375
-5.804581504,0.786248623,3.144994494,-31.99009072,36.90150725,-0.047292519,3.144994494,5.85787236,4.062690512
1.470342945,-0.220830979,-0.883323914,25.32671175,4.96697475,1.110650706,-0.883323914,11.42813025,-1.98716364
-0.16655153,-0.140156737,-0.560626948,-18.45555645,0.356445494,1.585507098,-0.560626948,-20.37071464,-2.378202308
-2.426972343,-0.950265442,-3.801061768,-17.58380001,-15.58213624,1.95907402,-3.801061768,-52.07765769,-7.194108608
-1.033334963,0.354426589,1.417706356,-32.78025698,19.09910837,0.911061851,1.417706356,-12.04714202,0.834061874
-0.362975648,-0.424141083,-1.696564334,-26.41220749,19.36209792,1.019028596,-1.696564334,-38.09540933,-3.089614623
0.726650826,0.483690148,1.934760593,11.92865215,-5.521569117,0.040495266,1.934760593,28.89052765,2.384960537
-0.2270331,-0.804764675,-3.2190587,-1.598511716,34.28970003,-1.21773685,-3.2190587,-33.46939638,1.738929327
-5.771051298,-0.359936111,-1.439744444,27.96750058,-12.93003224,1.628433545,-1.439744444,7.976556031,-6.331083843
3.3716563,0.388069741,1.552278965,8.841788412,-8.326017866,0.806689241,1.552278965,22.59622038,0.692953141
-1.743024745,0.032336339,0.129345355,19.29281252,6.173681837,1.636999772,0.129345355,16.72770356,-4.006016088
-0.290590501,-0.005540532,-0.022162128,44.50349698,-0.860225391,-2.693501877,-0.022162128,35.38117631,6.127143904
2.43556685,0.069718521,0.278874083,30.73787712,11.13473379,0.32834407,0.278874083,27.37904252,3.025058977
4.975329229,0.012473007,0.049892028,29.42140798,-49.26637811,0.806430196,0.049892028,24.03604667,-1.439950638
-4.901029876,-0.261032588,-1.04413035,30.25190725,-16.79574788,0.099712945,-1.04413035,13.76022229,-4.360079152
1.305112305,0.443730547,1.77492219,9.582805566,22.85372911,-0.58561904,1.77492219,25.41546635,6.593368364
0.315590477,0.190312793,0.761251173,1.834106198,13.35069052,-2.556471479,0.761251173,9.079796685,8.968292512
1.436377548,-0.404124183,-1.616496731,30.08899552,16.15669043,-0.15517133,-1.616496731,7.906229102,1.141065518
-2.356606079,-0.094797585,-0.37919034,54.72328116,11.50083293,-1.23604103,-0.37919034,39.98672153,4.856721106
2.689695603,0.119753353,0.479013414,4.971351717,-12.0709653,1.072858549,0.479013414,8.767215511,-0.771721742
2.67928064,-0.103335655,-0.413342622,50.93275118,15.17057576,0.430102331,-0.413342622,36.61277472,-0.944781352
1.82442064,-1.090446657,-4.361786626,-0.584701763,-5.509765093,0.264573319,-4.361786626,-44.08562767,-4.920407131
-2.294851134,-0.098569406,-0.394277623,6.747907638,-26.08703192,-0.448802182,-0.394277623,1.455549883,-2.037878737
3.14548535,-0.232673957,-0.930695829,-5.403489036,-36.56963458,-2.088189498,-0.930695829,-13.62974952,2.956205639
-0.555706657,0.012562873,0.050251493,-10.72419102,-7.28163446,-2.965391383,0.050251493,-8.076837886,5.396473619
-0.787446724,-0.784942958,-3.139771831,34.52648634,4.227109608,-1.601322189,-3.139771831,-3.776529238,1.501328358
-2.644320281,0.299556415,1.198225659,25.16825998,26.16222309,-0.603665493,1.198225659,32.11686458,3.356676255
-3.624587175,0.405401735,1.621606941,-14.27756759,5.840724679,-0.38039269,1.621606941,4.794015336,2.897499176
2.765485224,-0.390579771,-1.562319086,-13.1919352,5.286917577,0.012647106,-1.562319086,-26.17673902,-1.644637763
3.075390193,0.05368283,0.214731319,13.95232419,13.97662285,1.534912471,0.214731319,13.30917255,-1.171319515
-3.159870148,0.104985641,0.419942566,-1.597271366,-2.632933452,-0.455480432,0.419942566,2.921608564,-1.040205775
-5.379530177,1.159415826,4.637663305,-10.31936875,5.21253466,-0.492041729,4.637663305,38.12113805,3.465744041
0.663055726,-0.497894861,-1.991579446,-32.70981831,-34.41738527,0.611967172,-1.991579446,-46.08364911,-5.013364163
-3.330068782,-0.190977629,-0.763910514,-38.45170509,-14.62391929,2.08602957,-0.763910514,-38.40046922,-4.395224952
-6.813135635,-0.918601966,-3.674407863,6.44275375,-6.223623864,1.560446317,-3.674407863,-31.58987563,-10.13379342
-0.404727155,0.612480194,2.449920777,20.83506051,24.22255043,-1.106940555,2.449920777,41.16725618,7.568845132
-3.78714686,0.056193263,0.22477305,-20.75261828,6.736660107,-3.065886775,0.22477305,-14.35436412,6.258759156
2.728005542,0.512377449,2.049509797,17.82616635,-8.161217058,-0.101796048,2.049509797,34.75603105,4.618403311
2.246472528,1.340174175,5.360696698,-5.162557789,-5.216285429,0.627142,5.360696698,49.47692075,6.474987535
-3.905248304,0.743718158,2.974872633,19.38196237,24.10138086,-0.210508894,2.974872633,45.25429623,3.480424441
-3.354730579,0.271301272,1.085205088,12.45400351,-22.2198536,0.992635515,1.085205088,20.81525369,-3.072578237
-0.150731938,0.163447136,0.653788546,37.04908905,-12.16846356,0.437497972,0.653788546,36.1771567,0.037785923
4.804234605,-0.815860921,-3.263443686,60.33002068,-8.360232355,-0.330615802,-3.263443686,15.62957969,-2.190085341
2.381693848,-0.169634797,-0.678539188,-49.08220758,4.731217607,1.151427771,-0.678539188,-46.05115795,-1.478299286
-1.23864873,0.198461908,0.793847633,7.121507444,-21.82983888,-2.584424628,0.793847633,13.63568228,4.021818112
0.888636101,0.598925987,2.395703947,-36.06372762,-12.02194095,0.426405824,2.395703947,-4.893942627,2.194306532
2.177804313,-0.374353927,-1.497415709,25.39945602,-11.66566581,0.548347062,-1.497415709,5.345407725,-1.586076337
-3.445411747,-0.996532595,-3.986130378,20.31075231,-8.567655269,1.494406664,-3.986130378,-23.61270193,-7.417928517
-1.598390691,-0.067995194,-0.271980777,-0.789552951,3.150051104,-0.996198541,-0.271980777,-3.351450133,3.242706768
0.649832754,0.499967628,1.999870512,16.37831071,10.0548594,0.195359722,1.999870512,33.10135368,2.577214028
5.208163767,0.004963265,0.019853061,4.05525952,26.19623395,0.779242749,0.019853061,3.442738227,4.173298701
2.7619145,0.305699979,1.222799917,5.72287363,-10.31021327,0.984709198,1.222799917,16.80629808,0.316836279
1.717482005,-0.664561362,-2.65824545,65.40592656,18.85558202,-0.408642557,-2.65824545,25.74228675,0.745882093
-0.870442329,-0.478632949,-1.914531795,2.64792268,27.3370289,0.127924561,-1.914531795,-17.02697981,-2.138296731
0.117631186,-0.788636653,-3.154546613,-15.16395345,32.63925401,-0.054676299,-3.154546613,-43.67662889,-2.233451242
0.280958819,0.176005662,0.704022648,-8.55654893,-5.380898417,-0.04267056,0.704022648,0.194987336,2.008725377
-1.032029683,-0.838325346,-3.353301385,-1.892693493,3.462340321,0.882808101,-3.353301385,-35.04716864,-6.645175243
-2.432783532,0.627168747,2.508674986,-9.667749508,1.289577504,0.004968641,2.508674986,17.35255026,0.969472376
-0.953018412,-0.255711828,-1.022847314,-17.13555098,-26.17726796,1.65912899,-1.022847314,-23.93691392,-5.811765792
-2.935493634,-0.622318969,-2.489275874,74.82312787,11.27752304,0.443101466,-2.489275874,34.96574356,-2.321325743
3.116629931,-0.755396912,-3.021587646,4.42669837,-27.06761816,-0.297154172,-3.021587646,-26.67451777,-1.745126209
2.85068813,-1.002886967,-4.011547867,-2.79941237,-17.09948034,-0.202380774,-4.011547867,-42.35500857,-3.96109469
-3.304074695,0.49696726,1.98786904,9.654526866,-27.19679973,-1.298919147,1.98786904,27.60231189,2.571652938
-2.771387843,0.099547046,0.398188185,7.389757072,-0.558033512,0.436296487,0.398188185,9.893687507,-1.434964558
4.830832671,0.059235366,0.236941465,-48.50727364,-5.263186522,1.283246647,0.236941465,-36.43640426,-0.858722955
1.459245647,0.364606914,1.458427657,1.215449927,9.331950217,0.186748493,1.458427657,15.55663651,2.171481439
2.590922122,0.738572506,2.954290023,23.33767946,31.19980511,-0.925074478,2.954290023,48.2130438,8.473526457
0.663151806,-0.281153008,-1.124612031,27.81538995,2.91997416,0.642287774,-1.124612031,11.00619165,-1.919303496
1.398555973,-0.200421453,-0.801685811,-13.38082049,13.15205738,1.036025603,-0.801685811,-18.72151449,-1.199463742
-0.373449618,-0.151662967,-0.606651869,-49.53261683,30.75351029,-0.11799217,-0.606651869,-45.69261215,3.782300183
-2.905043497,0.097344461,0.389377843,-32.61977689,-45.7100219,-0.639338344,0.389377843,-22.20204308,-1.811432053
-1.212567829,-0.274375019,-1.097500075,6.528025996,30.43069759,2.915202596,-1.097500075,-5.752579956,-5.63815427
1.508013192,0.151224374,0.604897497,12.94582908,-11.20044242,0.547558296,0.604897497,16.40563823,-1.202043813
-6.638623368,0.127309573,0.509238292,-37.24305869,0.901321832,-1.580849033,0.509238292,-24.70206403,0.030723577
1.935851633,-0.043395245,-0.173580978,-33.25702811,15.59160407,-0.547629968,-0.173580978,-28.34143227,3.346341027
-4.569568565,-0.187634178,-0.750536714,-14.24643391,16.78606543,-0.223901726,-0.750536714,-18.90251427,0.41666209
-0.357386523,0.278946808,1.115787231,-0.69146572,-5.612245613,0.793870128,1.115787231,10.60469973,0.102483081
-2.244303228,0.611500591,2.446002364,-47.77417625,-14.5242742,3.331390931,2.446002364,-13.75931736,-4.374495755
-4.474601934,0.218038647,0.872154589,23.59985465,6.188435436,0.138814518,0.872154589,27.60142961,0.128493744
2.634484207,-0.990678177,-3.962712709,-6.798649415,5.015015595,0.340154319,-3.962712709,-45.06604662,-3.958590447
0.700533988,0.1813344,0.725337598,-34.29142756,-21.96305822,0.251917083,0.725337598,-20.17976607,-0.096368535
0.640959267,-1.516345654,-6.065382618,12.18784252,-5.614034385,0.204718033,-6.065382618,-50.90355216,-5.977231314
3.357618425,0.055508985,0.22203594,18.70514931,39.94834828,1.656753267,0.22203594,17.18447884,0.228864603
-1.26936656,0.186765003,0.747060013,33.41954586,16.0449573,-0.024916183,0.747060013,34.20623681,0.310316319
0.017582421,-0.891291272,-3.565165087,1.101799237,-4.382808044,-0.417837894,-3.565165087,-34.77021148,-2.760935884
-2.13155853,-0.41468853,-1.658754121,18.80247585,33.4701254,1.334348638,-1.658754121,-1.545560534,-2.201937483
1.739524522,-0.520037153,-2.08014861,-18.16178351,8.998133827,-0.28927446,-2.08014861,-35.33091291,0.727214622
-1.618181221,-0.126457775,-0.505831102,47.27262431,26.82807539,0.363921207,-0.505831102,32.75978843,0.535312761
0.963822239,0.401874827,1.607499308,-20.31985303,2.936947892,1.642468449,1.607499308,-0.180889343,-1.537220505
5.687616191,0.515011662,2.060046648,7.315810246,-16.7217914,0.759158974,2.060046648,26.45311468,3.986435023
