,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,Target3
80,-2.509173685,0.571778606,2.287114423,-17.99878341,4.6661531,0.74842923,2.287114423,R,c,8.472117507,2.17052796
81,-6.23363933,0.622541847,2.490167386,6.398620114,6.195695071,-1.527548098,2.490167386,Q,c,,6.670610411
82,0.709617004,-0.450030961,-1.800123845,3.739437455,-5.334016968,0.45722454,-1.800123845,R,b,-15.00968849,-4.043689199
83,1.296718995,-0.228999187,-0.915996749,-13.28162062,35.09101026,-0.300640188,-0.915996749,Q,a,,2.03175449
84,1.11720774,1.054375839,4.217503355,-12.17318677,-6.023670712,-0.502307384,4.217503355,Q,a,32.43648414,6.410959577
85,1.772808666,1.228603658,,27.48096954,25.14107304,1.322815254,4.91441463,P,a,,5.181470461
86,0.980391388,-0.216465427,-0.865861707,-25.38920547,-25.46795199,-1.227843794,-0.865861707,P,c,,1.229665409
87,1.250004615,0.119487373,0.477949492,30.40100373,33.48387765,-1.391498216,0.477949492,R,c,29.1002979,8.183413623
88,4.69296638,-0.84516366,-3.38065464,2.948936352,0.235648567,,-3.38065464,P,c,,-2.488426542
89,-1.349168305,-0.341395426,-1.365581706,38.68346356,4.415343827,0.081389832,-1.365581706,R,b,17.29095378,-2.120934872
90,-4.955169373,-0.8236413,-3.294565198,29.37443263,-7.639234951,0.30630787,-3.294565198,Q,b,,-7.302812145
91,5.083664303,-0.287635487,-1.150541948,35.64639344,-26.48417995,0.188458139,-1.150541948,Q,b,,-1.489154105
92,-0.011227103,-0.251628159,-1.006512638,11.53973903,-16.52525176,1.300495336,-1.006512638,P,a,-0.833335151,-4.659682993
93,-5.336842316,0.028429201,0.113716806,-1.09482729,-14.07993807,1.801529254,0.113716806,P,a,0.261306224,-5.204200002
94,0.630350207,-0.262917197,-1.051668787,-13.26090887,17.4195575,-1.303206531,-1.051668787,P,a,,3.479459107
95,-0.695868628,-0.219301848,-0.877207394,-28.4670932,-26.88728164,-0.210571959,-0.877207394,P,c,,0.760248081
96,-4.384994768,0.038777832,0.155111328,22.20111732,50.58358078,1.587899288,0.155111328,Q,c,19.31200713,0.024927593
97,-0.276786334,-0.33610939,-1.344437558,-40.84162922,1.257946484,,-1.344437558,Q,c,-46.11767896,1.631118705
98,1.119087163,0.660308622,2.641234488,-19.92727778,12.49198583,-0.798440709,2.641234488,Q,c,10.47052265,7.881082462
99,3.507753441,-0.569067386,-2.276269545,16.44395607,4.16403838,-0.381663034,-2.276269545,P,a,-9.607530599,0.471430271
100,0.17581235,-0.253853153,-1.015412614,41.19449117,-26.9276416,-0.96825282,-1.015412614,Q,c,,0.998057343
101,-1.34941568,-0.576750485,-2.307001939,22.1439742,-26.40677391,0.766805917,-2.307001939,R,c,,-4.948058854
102,-5.037613809,0.24115416,0.96461664,-15.12535557,1.555953166,,,R,c,-2.454118055,-1.590044378
103,-0.028706567,-0.661413084,-2.645652334,15.86795954,4.874167761,0.05243732,-2.645652334,R,b,,-3.655034527
104,0.986283316,-0.810213381,-3.240853526,-27.47647582,-4.469203891,-1.416643973,-3.240853526,P,b,-54.38971592,-1.433290404
105,-1.507240269,-0.121255131,-0.485020524,-11.0111413,2.865911138,0.365384835,-0.485020524,P,c,-13.65911829,-1.69807995
106,-2.113084255,1.197088483,4.788353933,12.19019455,-10.08335813,0.605968389,4.788353933,Q,c,,3.37006752
107,-7.355565366,0.23090623,0.923624921,-23.23571175,-34.62911777,0.119580301,0.923624921,R,c,-9.352320197,-3.041188163
108,0.639654641,,-4.175568358,-19.71550829,-6.541524859,-1.270794879,-4.175568358,Q,c,-57.52809021,-0.414027849
109,-2.487180268,-0.153451946,-0.613807782,-21.09671568,15.58648055,1.911160091,-0.613807782,R,c,-23.01545036,-3.212154083
110,1.769689683,,-2.447524019,12.29783723,18.12388861,-0.542109104,-2.447524019,R,a,-14.63697041,-0.839806418
111,-1.903518539,0.261927271,1.047709084,32.12362017,8.454424295,1.759379708,1.047709084,Q,b,,-2.015012648
112,0.366270505,0.495312302,,-10.8322664,9.134860759,-1.352492746,1.98124921,Q,a,,6.479022475
113,0.413265909,,0.89059103,43.34580514,-30.29774651,-0.285489104,0.89059103,P,b,43.58255441,-0.189776439
114,-3.512738518,-0.160604392,,50.64722525,11.08814656,1.069677588,-0.642417568,P,c,34.09360453,-2.56890413
115,-0.238785911,0.07978486,0.319139441,4.151121914,4.759588629,2.232692998,0.319139441,R,b,,-3.447102578
116,6.389695042,-0.34993643,-1.399745719,-9.886664243,19.05186621,-0.34937786,-1.399745719,Q,a,-21.90678858,3.605143458
117,-0.304737269,0.54984397,2.199375881,22.07201184,6.702495688,-0.893210113,2.199375881,Q,a,39.65136827,4.679616267
118,-1.866780992,-0.186134453,-0.744537814,10.12909429,-53.19795837,-0.4988969,-0.744537814,P,c,,-1.152885919
119,2.719562581,-0.755659207,-3.02263683,-1.285048671,19.67034818,0.708114876,-3.02263683,Q,c,,-0.738906799
120,-3.39236435,0.226523651,0.906094604,37.45806651,13.92852956,-1.293067704,0.906094604,P,c,,3.515261034
121,0.010641778,0.318173434,1.272693737,-1.078030531,-3.426603312,2.137590172,1.272693737,R,a,11.86451295,-1.096021419
122,0.03055387,-0.644280669,-2.577122678,0.358729362,14.7073364,-0.915813561,-2.577122678,R,a,-25.48424329,0.286429214
123,-3.802268008,0.11107046,0.444281842,14.13351609,-27.76288342,-0.836982659,0.444281842,R,c,15.74963129,-1.988481985
124,-2.02343823,0.084800137,0.339200546,-14.75881753,42.94192594,0.353425032,0.339200546,R,c,-8.415048564,3.839023546
125,-0.439344944,-0.444706147,-1.778824588,32.205247,-15.99467461,-1.201904014,-1.778824588,P,c,7.975951715,0.245804716
126,1.128739333,-0.001379216,-0.005516866,8.584739394,-34.25597598,0.459137201,-0.005516866,P,c,,-1.477179527
127,2.514260293,0.420670298,1.682681192,9.582449226,22.71847411,-1.192252552,1.682681192,P,a,,6.162837919
128,-0.428620476,-0.107254566,-0.429018262,-1.921842774,-12.22313057,-1.830402192,-0.429018262,Q,b,-5.827656842,3.424717347
129,-0.738802769,0.077011259,0.308045035,11.3806469,-19.00332054,0.955962417,0.308045035,Q,a,12.18496788,-4.484049174
130,-0.374289495,0.116274957,,-9.011749596,9.223384164,-2.086212057,0.465099829,P,b,,3.487056957
131,-1.682338959,-0.500442617,-2.001770466,16.70867438,1.689900001,-0.60284215,-2.001770466,R,c,-6.650765158,-1.03979055
132,1.092154693,-0.942672671,-3.770690683,-11.99567132,1.007258989,1.214186283,-3.770690683,P,c,-47.30344389,-3.787998965
133,0.532511318,-0.099492609,,-2.318895936,-17.98924598,0.567250818,-0.397970438,P,a,-5.834821127,-2.980636857
134,-1.474398655,-0.360638644,-1.442554578,-8.640613096,-38.1450051,1.137823435,-1.442554578,P,b,-21.33803626,-5.793970228
135,-0.99262263,-0.286261826,-1.145047306,-15.48533297,2.672584562,,-1.145047306,Q,c,-23.83873943,-2.240390603
136,-0.079498587,0.882020893,3.528083574,6.93718754,5.778955896,-0.295230437,3.528083574,R,b,,3.467101627
137,-1.548507576,-0.008071218,-0.032284871,3.154721191,-4.790560727,0.984284079,-0.032284871,R,b,2.200928246,-3.011609243
138,1.139539175,-0.263005955,-1.052023821,-12.61312368,-6.956013811,-1.677919483,-1.052023821,Q,b,-20.61073715,4.367978751
139,-0.210280847,,2.462088171,20.55705094,15.77776953,0.734515781,2.462088171,P,b,41.06652246,2.617723122
140,5.029653289,-0.170100093,-0.680400371,-8.080940782,-17.42853157,-1.498971635,-0.680400371,P,a,,2.005490403
141,1.296138159,0.508474009,2.033896036,-33.90760538,-20.12026126,,2.033896036,R,a,-6.787123939,0.66975136
142,,,1.179593793,-39.01271624,-0.304673485,0.781228276,1.179593793,Q,b,-19.41423506,2.438915245
143,-2.429066707,0.19931252,0.79725008,4.747654053,37.37244332,1.103972319,0.79725008,P,b,11.77062405,-0.614871472
144,-4.871079201,-0.306967212,-1.227868848,23.2890486,-18.61493278,1.608275076,-1.227868848,Q,a,,-8.27551556
145,2.675639186,,1.11019388,-4.596268045,6.159209079,2.455910119,1.11019388,R,c,,-1.528256561
146,-0.262132881,-0.59347572,-2.373902879,6.796828402,-5.614127883,0.248765578,-2.373902879,P,a,,-2.843355241
147,-2.351561065,-0.586134049,-2.344536197,6.777119613,12.5687629,-3.315057247,-2.344536197,P,c,-18.02366628,4.960923029
148,-0.963004989,1.164064889,4.656259556,-28.78705899,9.23915622,-0.734168912,4.656259556,Q,a,23.53294837,7.306198261
149,-0.471682837,-0.150211491,-0.600845964,-15.19829165,6.341583024,0.838785843,-0.600845964,R,b,,-1.736249259
150,-5.546550305,0.163286318,0.653145272,20.95320434,-22.22080261,1.203248394,0.653145272,R,b,,-4.889451468
151,3.579526297,0.834060843,,7.573596782,-1.148465312,-0.572319475,3.336243371,R,a,,4.934679956
152,1.525814282,-0.19524487,-0.780979482,-16.14921299,7.89348671,-0.745893162,-0.780979482,P,b,,0.689463411
153,5.082348472,-0.058408212,-0.233632848,-20.40852582,12.43640013,0.119342353,-0.233632848,R,c,,4.178209498
154,-2.316561942,0.619306046,2.477224183,-18.68961232,-27.1505087,2.091415156,2.477224183,R,c,,-2.922069465
155,-3.848159133,-0.051105298,-0.204421192,-31.19698163,4.608643537,0.465141609,-0.204421192,P,a,-27.00179723,-2.614599935
156,-4.006341378,0.544327857,2.177311428,12.39039942,-22.70334935,-0.192721212,2.177311428,Q,c,31.68543381,1.91892972
157,-2.426728772,0.552329495,2.209317982,-27.82982993,-9.688740748,0.14597938,2.209317982,P,a,-0.170684128,0.449154331
158,-4.357413597,-0.413084984,-1.652339936,22.79348596,4.808207292,1.56313786,-1.652339936,R,a,,-6.01213694
159,-1.457011013,0.220737675,0.8829507,-11.98917947,3.01423618,-2.923911679,0.8829507,R,c,,9.900980818
160,-1.901107246,-0.392411392,-1.569645568,32.41311481,-18.93702559,0.859819062,-1.569645568,P,a,10.23403616,-3.85937396
161,-6.184775099,-0.096282551,-0.385130203,-5.475422572,9.425890604,0.381261186,,P,a,,-0.938053725
162,4.899738064,-0.155338447,-0.621353788,19.60641722,,0.784472181,-0.621353788,R,b,9.471595899,0.415039995
163,0.06149716,0.518823816,2.075295264,3.521048035,21.86184181,0.11442174,2.075295264,P,a,23.56979107,3.750535102
164,0.828027627,-0.146222929,-0.584891717,26.10566564,-18.52541433,-0.026549178,-0.584891717,P,b,15.03561534,-0.934701494
165,,0.200090239,0.800360955,-11.88095608,-8.203130864,-1.138325349,0.800360955,P,b,-1.501155319,3.16480337
166,1.202430299,0.19521942,0.780877681,-10.24636258,21.18224537,0.027999577,0.780877681,P,c,,3.849133243
167,-0.844238618,-0.042310653,-0.169242613,4.700634897,18.68953662,0.564614019,-0.169242613,Q,c,2.068081788,0.044612206
168,-1.019175872,0.090284353,0.361137412,12.84769519,10.50312968,-0.863201034,0.361137412,R,b,13.88953028,2.607772639
169,6.762339735,0.249974627,,62.75146908,-51.41753165,0.653281547,0.999898507,Q,a,60.20016034,2.421513628
170,2.938085856,-0.220500537,-0.882002148,28.18046318,-26.87586154,-0.145852058,-0.882002148,Q,a,13.72434906,-1.700782656
171,0.955909987,0.646979205,,10.97342981,28.6735871,-0.671766202,2.587916818,Q,c,,8.033173716
172,-1.184723279,-0.239133952,-0.956535808,-37.6769152,-30.90973867,0.840479905,-0.956535808,Q,b,,-3.833581281
173,-1.172779858,-0.334571922,,-24.04959096,-16.63701061,-0.139517319,-1.338287689,R,b,-32.62254966,-1.351757466
174,-3.715032781,0.689198402,,24.02568017,6.564859197,-0.490115802,,P,b,46.78848023,3.692172187
175,6.474754965,0.545731825,2.182927298,14.20876381,-31.06611021,0.210930109,2.182927298,R,a,,3.971854564
176,5.26272977,0.080953294,0.323813174,-27.08942465,25.67617051,1.454283824,0.323813174,P,b,-18.43340798,1.868966622
177,-0.059000882,-0.234898065,-0.939592258,-12.7699491,28.24966022,-0.195125124,-0.939592258,P,b,-19.61188186,0.964311195
178,-0.258190363,1.0394126,4.1576504,0.097518684,-19.58985508,-0.268823163,4.1576504,Q,b,,5.737273092
179,4.372772159,-0.049345083,-0.197380332,31.33517067,-6.816166656,-2.05643264,,P,a,,6.221555289
180,-1.822096889,0.110984501,0.443938006,-54.99190472,-17.0018049,0.577441113,0.443938006,P,a,-39.55414372,-0.480511141
181,-3.904606822,-0.575168859,-2.300675436,18.68715585,-12.1544359,-1.248408373,-2.300675436,P,a,-8.057029678,-1.169074299
182,1.897489112,-0.649180628,-2.59672251,-27.08560035,16.96758024,0.689615037,-2.59672251,Q,c,-47.63570538,-1.851624484
183,1.033529558,-0.023714284,-0.094857138,-10.16096087,8.108134692,-1.570222294,-0.094857138,P,c,,4.858294608
184,3.154712192,0.218286729,0.873146917,32.02779452,-18.87393204,0.26260257,0.873146917,R,b,34.35370479,1.534651587
185,1.45852273,-0.361795782,-1.447183129,-8.050698914,24.08805743,0.299578824,-1.447183129,R,a,,1.104262741
186,-0.661753446,0.402753234,1.611012937,-0.09243726,-6.430338256,-0.076092076,1.611012937,P,c,16.03617956,2.195272153
187,2.334135755,-0.19420225,-0.776809001,-19.28738786,-21.06440517,1.139580514,-0.776809001,Q,b,,-0.98835748
188,-3.336304734,0.538677629,2.154710517,3.237177745,6.140179983,2.028988699,2.154710517,Q,c,24.13684737,-1.852366025
189,-10.11375703,-0.949397064,-3.797588255,-26.40017906,14.15974018,-1.406425119,-3.797588255,P,a,,-3.300744565
190,0.31404857,0.262975779,1.051903115,-38.39055142,4.078246021,-1.459128192,1.051903115,R,b,-20.19340998,7.232018949
191,2.147623099,-0.085956732,-0.34382693,15.39082205,-10.01780273,-0.510484457,-0.34382693,Q,c,,-0.211261316
192,-3.064370043,-0.318523633,-1.27409453,21.159208,-38.77567587,0.622006183,-1.27409453,P,a,4.186421092,-4.641621427
193,-6.051303451,0.290823047,1.163292186,6.897153391,17.42459768,1.542993048,1.163292186,Q,b,,-0.624983919
194,0.723295497,-0.578671629,-2.314686518,8.132357728,-23.53931786,0.046564949,-2.314686518,P,b,-16.640979,-3.946623604
195,3.282736132,-0.226758844,,-19.83826695,37.6738508,-0.562036711,-0.907035375,Q,c,,4.034206118
196,2.19470116,-0.896375515,-3.585502061,27.06574695,17.24117939,-0.179395714,-3.585502061,Q,b,-14.20242305,-1.91638387
197,-5.920385603,-0.760384834,,-0.65580875,1.265558121,-1.297137804,-3.041539335,Q,b,-30.94004035,-0.885900797
198,-2.272946789,-0.38971664,-1.55886656,43.8328021,-1.936722111,-0.523680802,,Q,a,19.47757608,-0.59251612
199,2.435862357,-0.107188384,-0.428753538,-31.14192154,-9.923162684,-0.941133032,-0.428753538,P,c,-29.2010726,3.337879621
200,0.115151342,-0.004617409,-0.018469636,2.593210157,18.24401007,-3.122917981,-0.018469636,Q,a,1.889871768,7.698043325
201,-0.035123795,,0.96647998,-1.627380436,5.508261397,-0.057312308,0.96647998,Q,c,,1.290901434
202,-3.225907001,-0.942865654,-3.771462615,35.80882012,-7.549685128,-0.313226037,-3.771462615,R,a,-9.067570058,-5.65173492
203,-1.001302063,-0.232289855,-0.929159418,-66.53516942,9.348428829,3.071408,-0.929159418,R,a,-62.51972972,-6.645063584
204,2.799253732,-0.800468622,-3.201874489,-8.760301803,-20.91984686,1.413372338,-3.201874489,Q,a,-39.02698633,-4.858429396
205,-5.787646758,-0.293645946,-1.174583785,-12.66315213,-8.609704263,-0.521673116,-1.174583785,R,c,-21.87635955,-2.14234025
206,-0.179601976,0.683840157,2.735360627,-0.157649739,-22.57914402,2.66862015,2.735360627,P,b,27.22748648,-4.183558984
207,2.629074383,0.261858003,,15.09327985,11.79068804,-0.112210984,1.047432012,Q,a,,3.453904811
208,-3.904844061,0.552951655,,-21.11917143,5.617508914,1.573043494,2.211806621,R,b,,-1.233148674
209,-2.257919643,-0.723002393,-2.89200957,10.25970512,-25.25392789,0.043016819,-2.89200957,R,b,-20.71233161,-5.237495872
210,-4.25890524,,,-6.910589073,-21.67344988,0.181163446,-1.509231954,Q,b,-20.62079079,-2.839918701
211,-2.784876863,-0.057130504,-0.228522015,14.52121894,-5.674565927,0.10000276,,Q,b,9.331755,0.262365102
212,-0.879524763,0.455189922,1.820759688,8.336070027,-2.024947085,-1.339369426,1.820759688,P,b,24.8764529,5.927290134
213,0.667584553,-0.636434337,-2.545737346,1.454411662,-15.5225285,0.941269338,-2.545737346,Q,c,,-5.530467656
214,-1.783114142,-0.26267248,,53.59607056,-0.685585742,0.090266739,-1.050689921,P,b,,-2.311119787
215,-4.029927942,0.019349555,0.077398221,6.856676408,35.73600738,2.596393739,0.077398221,R,a,,-5.037496081
216,,0.520463805,,-6.778978241,10.77081443,1.147122208,2.081855222,P,c,,1.451859991
217,1.510046696,,4.779641803,32.07250307,-13.82125891,1.909278735,4.779641803,P,a,73.45442049,1.836748032
218,-1.405728871,-0.039775023,-0.159100091,-1.379399508,-39.14669382,0.786435123,-0.159100091,R,b,-2.694520514,-3.210450729
219,1.486225195,0.080773829,0.323095317,28.5969267,-0.600624911,1.643631193,0.323095317,P,a,26.10849453,-2.382221523
220,-2.893070106,0.171762238,0.687048952,18.41970012,-28.0935303,0.451862982,0.687048952,Q,a,,-2.887861641
221,3.215329504,-0.582077671,-2.328310684,,-2.778225012,-1.29861089,-2.328310684,R,c,-8.194968637,1.236244363
222,2.999455659,-0.845487074,-3.381948296,22.26821791,16.30285517,0.157077325,-3.381948296,R,b,-16.00490863,-4.809073321
223,-0.165115977,-0.574440958,-2.297763832,22.26570119,18.75651958,0.197775817,-2.297763832,R,a,-5.165077366,-0.966927352
224,4.370420773,0.494157452,1.97662981,47.09555073,-19.4502611,-0.648135493,1.97662981,P,b,57.44273868,3.540472591
225,-0.851533348,0.580086467,2.320345867,-16.38215437,7.729283477,1.365854696,2.320345867,Q,a,10.09773518,0.117238844
226,2.090232272,0.154381968,0.617527871,16.31215286,10.53461203,0.059169491,0.617527871,Q,a,19.225001,2.758021617
